,N,bkgr_mean,bkgr_var,hub_size,hub_mean,hub_var,seed_a,seed_b,score
111,100,0.0,1.0,2,1.5,1.0,0,2,0.0389873666270588
112,100,0.0,1.0,2,1.5,1.0,0,3,0.0415948076475417
113,100,0.0,1.0,2,1.5,1.0,0,4,0.0359889606456729
114,100,0.0,1.0,2,1.5,1.0,0,5,0.0366429857518652
115,100,0.0,1.0,2,1.5,1.0,0,6,0.0360970204842176
116,100,0.0,1.0,2,1.5,1.0,0,7,0.0371291211964978
117,100,0.0,1.0,2,1.5,1.0,0,8,0.0370462468375792
118,100,0.0,1.0,2,1.5,1.0,0,9,0.03585407300138
119,100,0.0,1.0,2,1.5,1.0,0,10,0.0364875949956553
120,100,0.0,1.0,2,1.5,1.0,1,2,0.0345300580018912
121,100,0.0,1.0,2,1.5,1.0,1,3,0.0378482371349828
122,100,0.0,1.0,2,1.5,1.0,1,4,0.0365717265733571
123,100,0.0,1.0,2,1.5,1.0,1,5,0.0445066699670863
124,100,0.0,1.0,2,1.5,1.0,1,6,0.0439508291134502
125,100,0.0,1.0,2,1.5,1.0,1,7,0.0364914128362121
126,100,0.0,1.0,2,1.5,1.0,1,8,0.0429539576525006
127,100,0.0,1.0,2,1.5,1.0,1,9,0.0420645853671611
128,100,0.0,1.0,2,1.5,1.0,1,10,0.0293840267631356
129,100,0.0,1.0,2,1.5,1.0,2,3,0.0439732366324729
130,100,0.0,1.0,2,1.5,1.0,2,4,0.0386402029025756
131,100,0.0,1.0,2,1.5,1.0,2,5,0.0332507432808241
132,100,0.0,1.0,2,1.5,1.0,2,6,0.0351034385537451
133,100,0.0,1.0,2,1.5,1.0,2,7,0.0373154927788838
134,100,0.0,1.0,2,1.5,1.0,2,8,0.0378887766063121
135,100,0.0,1.0,2,1.5,1.0,2,9,0.0360677245994623
136,100,0.0,1.0,2,1.5,1.0,2,10,0.0290296785740426
137,100,0.0,1.0,2,1.5,1.0,3,4,0.0349455796731881
138,100,0.0,1.0,2,1.5,1.0,3,5,0.0347071556338196
139,100,0.0,1.0,2,1.5,1.0,3,6,0.0322059879687504
140,100,0.0,1.0,2,1.5,1.0,3,7,0.0384447955838756
141,100,0.0,1.0,2,1.5,1.0,3,8,0.0330696134517843
142,100,0.0,1.0,2,1.5,1.0,3,9,0.0375909654324307
143,100,0.0,1.0,2,1.5,1.0,3,10,0.0342078458280856
144,100,0.0,1.0,2,1.5,1.0,4,5,0.0365938351765978
145,100,0.0,1.0,2,1.5,1.0,4,6,0.0375100658608434
146,100,0.0,1.0,2,1.5,1.0,4,7,0.036235664742465
147,100,0.0,1.0,2,1.5,1.0,4,8,0.036380798268998
148,100,0.0,1.0,2,1.5,1.0,4,9,0.0373523413340972
149,100,0.0,1.0,2,1.5,1.0,4,10,0.0377497294523429
150,100,0.0,1.0,2,1.5,1.0,5,6,0.0373273748647036
151,100,0.0,1.0,2,1.5,1.0,5,7,0.0346306462581737
152,100,0.0,1.0,2,1.5,1.0,5,8,0.0334292946196076
153,100,0.0,1.0,2,1.5,1.0,5,9,0.0372310103893663
154,100,0.0,1.0,2,1.5,1.0,5,10,0.0358963472365921
155,100,0.0,1.0,2,1.5,1.0,6,7,0.0331459014584039
156,100,0.0,1.0,2,1.5,1.0,6,8,0.0369787161170772
157,100,0.0,1.0,2,1.5,1.0,6,9,0.0330655971357272
158,100,0.0,1.0,2,1.5,1.0,6,10,0.0340837783886622
159,100,0.0,1.0,2,1.5,1.0,7,8,0.0374561863422125
160,100,0.0,1.0,2,1.5,1.0,7,9,0.0404501855247292
161,100,0.0,1.0,2,1.5,1.0,7,10,0.0347942029187679
162,100,0.0,1.0,2,1.5,1.0,8,9,0.0377891096602874
163,100,0.0,1.0,2,1.5,1.0,8,10,0.0321422295703242
164,100,0.0,1.0,2,1.5,1.0,9,10,0.0371446737102651
165,100,0.0,1.0,2,2.0,1.0,0,1,0.034667522989464
166,100,0.0,1.0,2,2.0,1.0,0,2,0.039874639527594
167,100,0.0,1.0,2,2.0,1.0,0,3,0.0421815043331235
168,100,0.0,1.0,2,2.0,1.0,0,4,0.0351397506548274
169,100,0.0,1.0,2,2.0,1.0,0,5,0.0362353872578598
170,100,0.0,1.0,2,2.0,1.0,0,6,0.0369814738316272
171,100,0.0,1.0,2,2.0,1.0,0,7,0.0370253265626318
172,100,0.0,1.0,2,2.0,1.0,0,8,0.0362030957072134
173,100,0.0,1.0,2,2.0,1.0,0,9,0.0361533230956846
174,100,0.0,1.0,2,2.0,1.0,0,10,0.0364385435768357
175,100,0.0,1.0,2,2.0,1.0,1,2,0.0343630616527302
176,100,0.0,1.0,2,2.0,1.0,1,3,0.0373188234545902
177,100,0.0,1.0,2,2.0,1.0,1,4,0.0378633964387087
178,100,0.0,1.0,2,2.0,1.0,1,5,0.0423074718076623
179,100,0.0,1.0,2,2.0,1.0,1,6,0.0430794042953155
180,100,0.0,1.0,2,2.0,1.0,1,7,0.0356620942492538
181,100,0.0,1.0,2,2.0,1.0,1,8,0.0431485071001231
182,100,0.0,1.0,2,2.0,1.0,1,9,0.0423926966961904
183,100,0.0,1.0,2,2.0,1.0,1,10,0.0318364545541863
184,100,0.0,1.0,2,2.0,1.0,2,3,0.0441084615953293
185,100,0.0,1.0,2,2.0,1.0,2,4,0.038944602474448
186,100,0.0,1.0,2,2.0,1.0,2,5,0.0335218465279621
187,100,0.0,1.0,2,2.0,1.0,2,6,0.035151747843935
188,100,0.0,1.0,2,2.0,1.0,2,7,0.0370064769081338
189,100,0.0,1.0,2,2.0,1.0,2,8,0.0384122377231818
190,100,0.0,1.0,2,2.0,1.0,2,9,0.0352668800132653
191,100,0.0,1.0,2,2.0,1.0,2,10,0.0298431135819176
192,100,0.0,1.0,2,2.0,1.0,3,4,0.0344269786943105
193,100,0.0,1.0,2,2.0,1.0,3,5,0.0345763718792946
194,100,0.0,1.0,2,2.0,1.0,3,6,0.0328644191557615
195,100,0.0,1.0,2,2.0,1.0,3,7,0.0384601226024824
196,100,0.0,1.0,2,2.0,1.0,3,8,0.0324981166958242
197,100,0.0,1.0,2,2.0,1.0,3,9,0.0391358206536804
198,100,0.0,1.0,2,2.0,1.0,3,10,0.0351030030458387
199,100,0.0,1.0,2,2.0,1.0,4,5,0.0359032528967666
200,100,0.0,1.0,2,2.0,1.0,4,6,0.036757254853953
201,100,0.0,1.0,2,2.0,1.0,4,7,0.0366030622330922
202,100,0.0,1.0,2,2.0,1.0,4,8,0.0352548635128391
203,100,0.0,1.0,2,2.0,1.0,4,9,0.0384992414935295
204,100,0.0,1.0,2,2.0,1.0,4,10,0.0383949473867115
205,100,0.0,1.0,2,2.0,1.0,5,6,0.0385148702708574
206,100,0.0,1.0,2,2.0,1.0,5,7,0.0343106835551481
207,100,0.0,1.0,2,2.0,1.0,5,8,0.0334196976257624
208,100,0.0,1.0,2,2.0,1.0,5,9,0.0384411808932442
209,100,0.0,1.0,2,2.0,1.0,5,10,0.0350049055621769
210,100,0.0,1.0,2,2.0,1.0,6,7,0.0321439220379515
211,100,0.0,1.0,2,2.0,1.0,6,8,0.0353972731319802
212,100,0.0,1.0,2,2.0,1.0,6,9,0.0318918302080586
213,100,0.0,1.0,2,2.0,1.0,6,10,0.0330765532133048
214,100,0.0,1.0,2,2.0,1.0,7,8,0.0364967931825812
215,100,0.0,1.0,2,2.0,1.0,7,9,0.0398463324321481
216,100,0.0,1.0,2,2.0,1.0,7,10,0.0336991564343286
217,100,0.0,1.0,2,2.0,1.0,8,9,0.0368258556353198
218,100,0.0,1.0,2,2.0,1.0,8,10,0.0322698398102251
219,100,0.0,1.0,2,2.0,1.0,9,10,0.0369275788285811
220,100,0.0,1.0,2,2.5,1.0,0,1,0.0348675919744069
221,100,0.0,1.0,2,2.5,1.0,0,2,0.0400199933812634
222,100,0.0,1.0,2,2.5,1.0,0,3,0.0423339491068352
223,100,0.0,1.0,2,2.5,1.0,0,4,0.034677511583238
224,100,0.0,1.0,2,2.5,1.0,0,5,0.0372613112198685
225,100,0.0,1.0,2,2.5,1.0,0,6,0.0367871950522867
226,100,0.0,1.0,2,2.5,1.0,0,7,0.0365092812165961
227,100,0.0,1.0,2,2.5,1.0,0,8,0.0367832700559119
228,100,0.0,1.0,2,2.5,1.0,0,9,0.0372259651840746
229,100,0.0,1.0,2,2.5,1.0,0,10,0.0354008856409624
230,100,0.0,1.0,2,2.5,1.0,1,2,0.0347262417932945
231,100,0.0,1.0,2,2.5,1.0,1,3,0.035971973327139
232,100,0.0,1.0,2,2.5,1.0,1,4,0.0391512726413338
233,100,0.0,1.0,2,2.5,1.0,1,5,0.040633365528551
234,100,0.0,1.0,2,2.5,1.0,1,6,0.0429773241345168
235,100,0.0,1.0,2,2.5,1.0,1,7,0.036528741765068
236,100,0.0,1.0,2,2.5,1.0,1,8,0.0405205639513631
237,100,0.0,1.0,2,2.5,1.0,1,9,0.0420655552710633
238,100,0.0,1.0,2,2.5,1.0,1,10,0.0317897977225711
239,100,0.0,1.0,2,2.5,1.0,2,3,0.0443877504905995
240,100,0.0,1.0,2,2.5,1.0,2,4,0.0371036748485321
241,100,0.0,1.0,2,2.5,1.0,2,5,0.0333501886783539
242,100,0.0,1.0,2,2.5,1.0,2,6,0.0358260912331085
243,100,0.0,1.0,2,2.5,1.0,2,7,0.0370264284545163
244,100,0.0,1.0,2,2.5,1.0,2,8,0.0388545146919704
245,100,0.0,1.0,2,2.5,1.0,2,9,0.0339740792117503
246,100,0.0,1.0,2,2.5,1.0,2,10,0.0302983410676729
247,100,0.0,1.0,2,2.5,1.0,3,4,0.0340427161607249
248,100,0.0,1.0,2,2.5,1.0,3,5,0.0349587634265332
249,100,0.0,1.0,2,2.5,1.0,3,6,0.0336402381437645
250,100,0.0,1.0,2,2.5,1.0,3,7,0.0387249264290356
251,100,0.0,1.0,2,2.5,1.0,3,8,0.0342215624078047
252,100,0.0,1.0,2,2.5,1.0,3,9,0.0396857976458421
253,100,0.0,1.0,2,2.5,1.0,3,10,0.0356032510051671
254,100,0.0,1.0,2,2.5,1.0,4,5,0.0364821917128057
255,100,0.0,1.0,2,2.5,1.0,4,6,0.0346304042077058
256,100,0.0,1.0,2,2.5,1.0,4,7,0.037260150468288
257,100,0.0,1.0,2,2.5,1.0,4,8,0.0346200930643425
258,100,0.0,1.0,2,2.5,1.0,4,9,0.0367021284865936
259,100,0.0,1.0,2,2.5,1.0,4,10,0.0382411895445375
260,100,0.0,1.0,2,2.5,1.0,5,6,0.0401299534989383
261,100,0.0,1.0,2,2.5,1.0,5,7,0.0348379763454474
262,100,0.0,1.0,2,2.5,1.0,5,8,0.0331777728533397
263,100,0.0,1.0,2,2.5,1.0,5,9,0.0401574230210376
264,100,0.0,1.0,2,2.5,1.0,5,10,0.0348332338410938
265,100,0.0,1.0,2,2.5,1.0,6,7,0.031628615926096
266,100,0.0,1.0,2,2.5,1.0,6,8,0.0350614308911325
267,100,0.0,1.0,2,2.5,1.0,6,9,0.0333785768721831
268,100,0.0,1.0,2,2.5,1.0,6,10,0.0324716054233165
269,100,0.0,1.0,2,2.5,1.0,7,8,0.0364342552337321
270,100,0.0,1.0,2,2.5,1.0,7,9,0.0395972664468717
271,100,0.0,1.0,2,2.5,1.0,7,10,0.0325170612146319
272,100,0.0,1.0,2,2.5,1.0,8,9,0.034523020441629
273,100,0.0,1.0,2,2.5,1.0,8,10,0.0313413037407977
274,100,0.0,1.0,2,2.5,1.0,9,10,0.0357218779745794
275,100,0.0,1.0,2,3.0,1.0,0,1,0.0353859267567297
276,100,0.0,1.0,2,3.0,1.0,0,2,0.040269198955151
277,100,0.0,1.0,2,3.0,1.0,0,3,0.0416978361926169
278,100,0.0,1.0,2,3.0,1.0,0,4,0.0354937467224714
279,100,0.0,1.0,2,3.0,1.0,0,5,0.0379116319178114
280,100,0.0,1.0,2,3.0,1.0,0,6,0.0364871989170597
281,100,0.0,1.0,2,3.0,1.0,0,7,0.0378915368246574
282,100,0.0,1.0,2,3.0,1.0,0,8,0.0380843425468084
283,100,0.0,1.0,2,3.0,1.0,0,9,0.0382932928867754
284,100,0.0,1.0,2,3.0,1.0,0,10,0.0353408761004505
285,100,0.0,1.0,2,3.0,1.0,1,2,0.0352125601296685
286,100,0.0,1.0,2,3.0,1.0,1,3,0.0339518123955253
287,100,0.0,1.0,2,3.0,1.0,1,4,0.0389206659181315
288,100,0.0,1.0,2,3.0,1.0,1,5,0.039271939182668
289,100,0.0,1.0,2,3.0,1.0,1,6,0.0436477298823386
290,100,0.0,1.0,2,3.0,1.0,1,7,0.0379704462663799
291,100,0.0,1.0,2,3.0,1.0,1,8,0.0398613974885643
292,100,0.0,1.0,2,3.0,1.0,1,9,0.0409998297477045
293,100,0.0,1.0,2,3.0,1.0,1,10,0.0318583005994268
294,100,0.0,1.0,2,3.0,1.0,2,3,0.0446869670980873
295,100,0.0,1.0,2,3.0,1.0,2,4,0.0357327763207828
296,100,0.0,1.0,2,3.0,1.0,2,5,0.033110077164896
297,100,0.0,1.0,2,3.0,1.0,2,6,0.035805448631637
298,100,0.0,1.0,2,3.0,1.0,2,7,0.0365994162222459
299,100,0.0,1.0,2,3.0,1.0,2,8,0.0393536794169451
300,100,0.0,1.0,2,3.0,1.0,2,9,0.0337787406433246
301,100,0.0,1.0,2,3.0,1.0,2,10,0.0307067092630296
302,100,0.0,1.0,2,3.0,1.0,3,4,0.0335143406900231
303,100,0.0,1.0,2,3.0,1.0,3,5,0.0336415154916299
304,100,0.0,1.0,2,3.0,1.0,3,6,0.0353299374117389
305,100,0.0,1.0,2,3.0,1.0,3,7,0.0366126383104093
306,100,0.0,1.0,2,3.0,1.0,3,8,0.0340325370209912
307,100,0.0,1.0,2,3.0,1.0,3,9,0.0395558314961213
308,100,0.0,1.0,2,3.0,1.0,3,10,0.0354656770473741
309,100,0.0,1.0,2,3.0,1.0,4,5,0.0365390763875787
310,100,0.0,1.0,2,3.0,1.0,4,6,0.035664521970997
311,100,0.0,1.0,2,3.0,1.0,4,7,0.0381097520732593
312,100,0.0,1.0,2,3.0,1.0,4,8,0.0336818845524353
313,100,0.0,1.0,2,3.0,1.0,4,9,0.0375085786384376
314,100,0.0,1.0,2,3.0,1.0,4,10,0.0380700776305561
315,100,0.0,1.0,2,3.0,1.0,5,6,0.0412435312351451
316,100,0.0,1.0,2,3.0,1.0,5,7,0.0364299122252062
317,100,0.0,1.0,2,3.0,1.0,5,8,0.0329835200834478
318,100,0.0,1.0,2,3.0,1.0,5,9,0.0406532852908548
319,100,0.0,1.0,2,3.0,1.0,5,10,0.0350179361016636
320,100,0.0,1.0,2,3.0,1.0,6,7,0.0323906067531126
321,100,0.0,1.0,2,3.0,1.0,6,8,0.0356692116935949
322,100,0.0,1.0,2,3.0,1.0,6,9,0.0324947522162972
323,100,0.0,1.0,2,3.0,1.0,6,10,0.0318096367696766
324,100,0.0,1.0,2,3.0,1.0,7,8,0.0368516898620995
325,100,0.0,1.0,2,3.0,1.0,7,9,0.0385066600374227
326,100,0.0,1.0,2,3.0,1.0,7,10,0.0337929301534487
327,100,0.0,1.0,2,3.0,1.0,8,9,0.0341541364676608
328,100,0.0,1.0,2,3.0,1.0,8,10,0.0309201331993029
329,100,0.0,1.0,2,3.0,1.0,9,10,0.034840325111786
330,100,0.0,1.0,2,3.5,1.0,0,1,0.035613527857092
331,100,0.0,1.0,2,3.5,1.0,0,2,0.0400366305192587
332,100,0.0,1.0,2,3.5,1.0,0,3,0.0422168180835291
333,100,0.0,1.0,2,3.5,1.0,0,4,0.0349843106611236
334,100,0.0,1.0,2,3.5,1.0,0,5,0.0364835111948192
335,100,0.0,1.0,2,3.5,1.0,0,6,0.0364566788437742
336,100,0.0,1.0,2,3.5,1.0,0,7,0.0380925904923653
337,100,0.0,1.0,2,3.5,1.0,0,8,0.0410865169691504
338,100,0.0,1.0,2,3.5,1.0,0,9,0.0384302509604461
339,100,0.0,1.0,2,3.5,1.0,0,10,0.0364700607392392
340,100,0.0,1.0,2,3.5,1.0,1,2,0.035570286661552
341,100,0.0,1.0,2,3.5,1.0,1,3,0.0331151375540384
342,100,0.0,1.0,2,3.5,1.0,1,4,0.0381729885505435
343,100,0.0,1.0,2,3.5,1.0,1,5,0.0385910412487694
344,100,0.0,1.0,2,3.5,1.0,1,6,0.0432716339323502
345,100,0.0,1.0,2,3.5,1.0,1,7,0.04013274611806
346,100,0.0,1.0,2,3.5,1.0,1,8,0.0389861978164359
347,100,0.0,1.0,2,3.5,1.0,1,9,0.0391574837243344
348,100,0.0,1.0,2,3.5,1.0,1,10,0.0317546535225119
349,100,0.0,1.0,2,3.5,1.0,2,3,0.0442799103247241
350,100,0.0,1.0,2,3.5,1.0,2,4,0.0340214292741404
351,100,0.0,1.0,2,3.5,1.0,2,5,0.0330266201115777
352,100,0.0,1.0,2,3.5,1.0,2,6,0.0347257068301033
353,100,0.0,1.0,2,3.5,1.0,2,7,0.0368980101105451
354,100,0.0,1.0,2,3.5,1.0,2,8,0.0398840853194188
355,100,0.0,1.0,2,3.5,1.0,2,9,0.0342372996066345
356,100,0.0,1.0,2,3.5,1.0,2,10,0.0312042307277161
357,100,0.0,1.0,2,3.5,1.0,3,4,0.0326491150190199
358,100,0.0,1.0,2,3.5,1.0,3,5,0.0329660130800847
359,100,0.0,1.0,2,3.5,1.0,3,6,0.0364222395037873
360,100,0.0,1.0,2,3.5,1.0,3,7,0.0364124217287974
361,100,0.0,1.0,2,3.5,1.0,3,8,0.0337053693787984
362,100,0.0,1.0,2,3.5,1.0,3,9,0.0409498337608844
363,100,0.0,1.0,2,3.5,1.0,3,10,0.0348480608409448
364,100,0.0,1.0,2,3.5,1.0,4,5,0.0366208440322684
365,100,0.0,1.0,2,3.5,1.0,4,6,0.0368292599035453
366,100,0.0,1.0,2,3.5,1.0,4,7,0.0394562577003156
367,100,0.0,1.0,2,3.5,1.0,4,8,0.0334479803863451
368,100,0.0,1.0,2,3.5,1.0,4,9,0.0380801474470771
369,100,0.0,1.0,2,3.5,1.0,4,10,0.0380224451014233
370,100,0.0,1.0,2,3.5,1.0,5,6,0.0409783525023124
371,100,0.0,1.0,2,3.5,1.0,5,7,0.0369676801483979
372,100,0.0,1.0,2,3.5,1.0,5,8,0.0325084931378409
373,100,0.0,1.0,2,3.5,1.0,5,9,0.0404451964791177
374,100,0.0,1.0,2,3.5,1.0,5,10,0.0343669526930641
375,100,0.0,1.0,2,3.5,1.0,6,7,0.0342564371595101
376,100,0.0,1.0,2,3.5,1.0,6,8,0.0366531115823431
377,100,0.0,1.0,2,3.5,1.0,6,9,0.0320609201479055
378,100,0.0,1.0,2,3.5,1.0,6,10,0.0327941242705232
379,100,0.0,1.0,2,3.5,1.0,7,8,0.0378728645587971
380,100,0.0,1.0,2,3.5,1.0,7,9,0.0387293972328466
381,100,0.0,1.0,2,3.5,1.0,7,10,0.0337064156594228
382,100,0.0,1.0,2,3.5,1.0,8,9,0.0335609952427899
383,100,0.0,1.0,2,3.5,1.0,8,10,0.0314761107144325
384,100,0.0,1.0,2,3.5,1.0,9,10,0.0332204795691892
385,100,0.0,1.0,2,4.0,1.0,0,1,0.0355079689022572
386,100,0.0,1.0,2,4.0,1.0,0,2,0.0406219774525056
387,100,0.0,1.0,2,4.0,1.0,0,3,0.0417967013528373
388,100,0.0,1.0,2,4.0,1.0,0,4,0.0334537695228545
389,100,0.0,1.0,2,4.0,1.0,0,5,0.0367043835964711
390,100,0.0,1.0,2,4.0,1.0,0,6,0.0355932706743577
391,100,0.0,1.0,2,4.0,1.0,0,7,0.0372861001770893
392,100,0.0,1.0,2,4.0,1.0,0,8,0.0424836061452782
393,100,0.0,1.0,2,4.0,1.0,0,9,0.0385357466677879
394,100,0.0,1.0,2,4.0,1.0,0,10,0.0374097951894157
395,100,0.0,1.0,2,4.0,1.0,1,2,0.0351659894097511
