,num_changes,score,model,N,M
211,6750,0.07101453143310411,ER,300,300
212,7200,0.06440716175564733,ER,300,300
213,7650,0.06257440187185814,ER,300,300
214,8100,0.06375582289402688,ER,300,300
215,8550,0.07017491095874331,ER,300,300
216,9000,0.06496061531040044,ER,300,300
217,0,1.0,ER,300,300
218,1,0.9125841920046931,ER,300,300
219,11,0.6662534516246423,ER,300,300
220,21,0.5587100643942452,ER,300,300
221,31,0.4939877087688884,ER,300,300
222,41,0.45062435589080246,ER,300,300
223,51,0.4333606233689944,ER,300,300
224,61,0.3860504225744965,ER,300,300
225,71,0.344473351506172,ER,300,300
226,81,0.3430685943004685,ER,300,300
227,91,0.3166872269069064,ER,300,300
228,450,0.1510667492169499,ER,300,300
229,900,0.11771257434140919,ER,300,300
230,1350,0.09923276878873373,ER,300,300
231,1800,0.0879534128210319,ER,300,300
232,2250,0.08893534348733476,ER,300,300
233,2700,0.08698763172949504,ER,300,300
234,3150,0.0740828682155828,ER,300,300
235,3600,0.07629271433271709,ER,300,300
236,4050,0.07309450353820314,ER,300,300
237,4500,0.06920243847943697,ER,300,300
238,4950,0.06730212400923653,ER,300,300
239,5400,0.07258525592721969,ER,300,300
240,5850,0.06737836385903803,ER,300,300
241,6300,0.06663973281975569,ER,300,300
242,6750,0.06668116939633302,ER,300,300
243,7200,0.06374720001779158,ER,300,300
244,7650,0.06102902487652998,ER,300,300
245,8100,0.06672282039155462,ER,300,300
246,8550,0.06160143627337562,ER,300,300
247,9000,0.059757124770431935,ER,300,300
248,0,1.0,ER,300,300
249,1,0.9085085948485229,ER,300,300
250,11,0.6613279823075032,ER,300,300
251,21,0.5726448674504453,ER,300,300
252,31,0.5082163310878943,ER,300,300
253,41,0.4293365434340908,ER,300,300
254,51,0.41920578346212833,ER,300,300
255,61,0.39765204690589573,ER,300,300
256,71,0.33122119538276223,ER,300,300
257,81,0.33592869560503663,ER,300,300
258,91,0.3329925285649502,ER,300,300
259,450,0.17283119207539505,ER,300,300
260,900,0.12406346222673675,ER,300,300
261,1350,0.10244101816174417,ER,300,300
262,1800,0.09614000010604243,ER,300,300
263,2250,0.08412465778314238,ER,300,300
264,2700,0.08300720796167256,ER,300,300
265,3150,0.07587191470053309,ER,300,300
266,3600,0.07051792527295506,ER,300,300
267,4050,0.07233281062974588,ER,300,300
268,4500,0.06866747866147906,ER,300,300
269,4950,0.0696518280983019,ER,300,300
270,5400,0.07314451193822259,ER,300,300
271,5850,0.06818470883222864,ER,300,300
272,6300,0.06206731633342249,ER,300,300
273,6750,0.06816600233508835,ER,300,300
274,7200,0.06629433435079335,ER,300,300
275,7650,0.06429419614998726,ER,300,300
276,8100,0.06116264390804452,ER,300,300
277,8550,0.06282943923278766,ER,300,300
278,9000,0.057036208859977275,ER,300,300
279,0,1.0,ER,300,300
280,1,0.9114678585354332,ER,300,300
281,11,0.6888287734473557,ER,300,300
282,21,0.5560571799032556,ER,300,300
283,31,0.5232139697205652,ER,300,300
284,41,0.44710276767984614,ER,300,300
285,51,0.40513126642553554,ER,300,300
286,61,0.38963008805146016,ER,300,300
287,71,0.36879842368808685,ER,300,300
288,81,0.32270151034501826,ER,300,300
289,91,0.3406923298665648,ER,300,300
290,450,0.1622187757975944,ER,300,300
291,900,0.11546947510432518,ER,300,300
292,1350,0.10485300538600371,ER,300,300
293,1800,0.10012787157342681,ER,300,300
294,2250,0.08282781970118741,ER,300,300
295,2700,0.07618764907936111,ER,300,300
296,3150,0.0771650264778732,ER,300,300
297,3600,0.07556534768165557,ER,300,300
298,4050,0.06933533670094758,ER,300,300
299,4500,0.06729959904727477,ER,300,300
300,4950,0.07210222194221058,ER,300,300
301,5400,0.0700255403161215,ER,300,300
302,5850,0.06408700722696876,ER,300,300
303,6300,0.06052614038390579,ER,300,300
304,6750,0.06668222917466506,ER,300,300
305,7200,0.06438102114494482,ER,300,300
306,7650,0.06353474405311486,ER,300,300
307,8100,0.06151740942693777,ER,300,300
308,8550,0.06072832960427604,ER,300,300
309,9000,0.060939397542059036,ER,300,300
310,0,1.0,ER,300,300
311,1,0.9117336892544292,ER,300,300
312,11,0.6498477307168027,ER,300,300
313,21,0.5692908799467584,ER,300,300
314,31,0.49262691652440677,ER,300,300
315,41,0.4564943383669726,ER,300,300
316,51,0.41848096572550786,ER,300,300
317,61,0.4158394210904405,ER,300,300
318,71,0.3575996304213215,ER,300,300
319,81,0.3511052463777167,ER,300,300
320,91,0.33084818863467125,ER,300,300
321,450,0.14281045078968724,ER,300,300
322,900,0.11775182540696816,ER,300,300
323,1350,0.1108213571013684,ER,300,300
324,1800,0.0883153948998469,ER,300,300
325,2250,0.0849199069987246,ER,300,300
326,2700,0.07866253398716287,ER,300,300
327,3150,0.08031448952046133,ER,300,300
328,3600,0.07584736977223182,ER,300,300
329,4050,0.07575474284576675,ER,300,300
330,4500,0.06514315564915603,ER,300,300
331,4950,0.069435125832575,ER,300,300
332,5400,0.06586148179078409,ER,300,300
333,5850,0.06473908850491084,ER,300,300
334,6300,0.065134906844997,ER,300,300
335,6750,0.06346109475838452,ER,300,300
336,7200,0.0650609164719678,ER,300,300
337,7650,0.06553199828481251,ER,300,300
338,8100,0.06808992013217346,ER,300,300
339,8550,0.0626447684159694,ER,300,300
340,9000,0.061734928850629825,ER,300,300
341,0,1.0,ER,300,300
342,1,0.9065499904367755,ER,300,300
343,11,0.6816769602008574,ER,300,300
344,21,0.5661913884704972,ER,300,300
345,31,0.498577201355231,ER,300,300
346,41,0.42742124270463755,ER,300,300
347,51,0.39557249428131463,ER,300,300
348,61,0.3713004790564012,ER,300,300
349,71,0.35683531610134084,ER,300,300
350,81,0.3215362814322628,ER,300,300
351,91,0.3159542723321792,ER,300,300
352,450,0.15582769431989435,ER,300,300
353,900,0.11727333586251593,ER,300,300
354,1350,0.10112355226145411,ER,300,300
355,1800,0.10207386900724785,ER,300,300
356,2250,0.09039825940635357,ER,300,300
357,2700,0.07846797511780478,ER,300,300
358,3150,0.0812245512079944,ER,300,300
359,3600,0.07339657349638337,ER,300,300
360,4050,0.06711372051161718,ER,300,300
361,4500,0.06982943920114237,ER,300,300
362,4950,0.068106060371918,ER,300,300
363,5400,0.06690935460957484,ER,300,300
364,5850,0.06348147319629069,ER,300,300
365,6300,0.06426616155275698,ER,300,300
366,6750,0.0630869872500083,ER,300,300
367,7200,0.06386126412196849,ER,300,300
368,7650,0.06335060705008376,ER,300,300
369,8100,0.059309028695909476,ER,300,300
370,8550,0.05944720861102376,ER,300,300
371,9000,0.06250517606250137,ER,300,300
372,0,1.0,ER,300,300
373,1,0.9153945475605181,ER,300,300
374,11,0.6814150546489405,ER,300,300
375,21,0.5905648927103709,ER,300,300
376,31,0.4950383430449451,ER,300,300
377,41,0.43805248832717236,ER,300,300
378,51,0.37881418587563076,ER,300,300
379,61,0.3759308004418669,ER,300,300
380,71,0.3568962746430026,ER,300,300
381,81,0.34910375161680646,ER,300,300
382,91,0.3089628717919173,ER,300,300
383,450,0.16343505687415938,ER,300,300
384,900,0.12245524077786463,ER,300,300
385,1350,0.09720000062638448,ER,300,300
386,1800,0.09483937770508945,ER,300,300
387,2250,0.08531938219718793,ER,300,300
388,2700,0.08610212828676175,ER,300,300
389,3150,0.08845883864534743,ER,300,300
390,3600,0.07454429667822098,ER,300,300
391,4050,0.07751583103264331,ER,300,300
392,4500,0.07026527100100431,ER,300,300
393,4950,0.07344275530764285,ER,300,300
394,5400,0.06933310306045322,ER,300,300
395,5850,0.07140770324313049,ER,300,300
396,6300,0.06483484840501513,ER,300,300
397,6750,0.06618461443542575,ER,300,300
398,7200,0.06022485724439772,ER,300,300
399,7650,0.06432659666838084,ER,300,300
400,8100,0.06370730035255619,ER,300,300
401,8550,0.0632580855695838,ER,300,300
402,9000,0.058214104686910906,ER,300,300
403,0,1.0,ER,300,300
404,1,0.9075176782522618,ER,300,300
405,11,0.6739129510874704,ER,300,300
406,21,0.5620822269867098,ER,300,300
407,31,0.5141467258113535,ER,300,300
408,41,0.45434310602153355,ER,300,300
409,51,0.42684839139279795,ER,300,300
410,61,0.3814855887284496,ER,300,300
411,71,0.35566628827828556,ER,300,300
412,81,0.3511956551007062,ER,300,300
413,91,0.30113833719249267,ER,300,300
414,450,0.16736050106935332,ER,300,300
415,900,0.11906175075920296,ER,300,300
416,1350,0.10579342096069846,ER,300,300
417,1800,0.09645589328344326,ER,300,300
418,2250,0.09039801402134033,ER,300,300
419,2700,0.08143139702183688,ER,300,300
420,3150,0.06759711541585457,ER,300,300
421,3600,0.06968686805466577,ER,300,300
422,4050,0.07025989551492004,ER,300,300
423,4500,0.0711900687418675,ER,300,300
424,4950,0.0697353364200141,ER,300,300
425,5400,0.06762961786540742,ER,300,300
426,5850,0.06463970467045427,ER,300,300
427,6300,0.06574095316478798,ER,300,300
428,6750,0.06700152385476699,ER,300,300
429,7200,0.06848029242450848,ER,300,300
430,7650,0.061833154396198575,ER,300,300
431,8100,0.06101488566681763,ER,300,300
432,8550,0.0659019560953323,ER,300,300
433,9000,0.06170014216432098,ER,300,300
434,0,1.0,ER,300,300
435,1,0.9076694807243393,ER,300,300
436,11,0.6768256785539374,ER,300,300
437,21,0.5455788927588398,ER,300,300
438,31,0.49628415616694566,ER,300,300
439,41,0.4168739550381614,ER,300,300
440,51,0.4114681027269851,ER,300,300
441,61,0.3993854884462811,ER,300,300
442,71,0.3592584959635623,ER,300,300
443,81,0.35862568956986135,ER,300,300
444,91,0.3490883010577006,ER,300,300
445,450,0.1517593282466916,ER,300,300
446,900,0.11515159206761603,ER,300,300
447,1350,0.0940301716366777,ER,300,300
448,1800,0.09110696016585837,ER,300,300
449,2250,0.0860980101938946,ER,300,300
450,2700,0.07998710190790335,ER,300,300
451,3150,0.07983192223513673,ER,300,300
452,3600,0.07787425662984444,ER,300,300
453,4050,0.07329004492447215,ER,300,300
454,4500,0.0728870650579564,ER,300,300
455,4950,0.07192954501090243,ER,300,300
456,5400,0.07252795430980197,ER,300,300
457,5850,0.06723273398660752,ER,300,300
458,6300,0.06320447840403726,ER,300,300
459,6750,0.06535540433858658,ER,300,300
460,7200,0.0636036977348291,ER,300,300
461,7650,0.06045489970120248,ER,300,300
462,8100,0.06290208467856007,ER,300,300
463,8550,0.06230206699434972,ER,300,300
464,9000,0.06410231706627532,ER,300,300
465,0,1.0,ER,300,300
466,1,0.9117621193711283,ER,300,300
467,11,0.6831711515075882,ER,300,300
468,21,0.5442245092601269,ER,300,300
469,31,0.4982509147304136,ER,300,300
470,41,0.49142168220701377,ER,300,300
471,51,0.4315960407639068,ER,300,300
472,61,0.38806661759851385,ER,300,300
473,71,0.35553900411966644,ER,300,300
474,81,0.33677068016156236,ER,300,300
475,91,0.339725480601962,ER,300,300
476,450,0.16970048643506622,ER,300,300
477,900,0.12074412509218022,ER,300,300
478,1350,0.11064185892831446,ER,300,300
479,1800,0.09120520082204908,ER,300,300
480,2250,0.09159576564441106,ER,300,300
481,2700,0.08703247279645232,ER,300,300
482,3150,0.07678519890863832,ER,300,300
483,3600,0.077753521353464,ER,300,300
484,4050,0.06668763605489134,ER,300,300
485,4500,0.0710856079412465,ER,300,300
486,4950,0.07144204887156327,ER,300,300
487,5400,0.06282157227921682,ER,300,300
488,5850,0.06834290442024138,ER,300,300
489,6300,0.06977506519544059,ER,300,300
490,6750,0.06488094073631928,ER,300,300
491,7200,0.06508153614301403,ER,300,300
492,7650,0.06233391122081408,ER,300,300
493,8100,0.06589849676413347,ER,300,300
494,8550,0.062648656430084,ER,300,300
495,9000,0.058331926630128594,ER,300,300
496,0,1.0,ER,300,300
497,1,0.8971186185719022,ER,300,300
498,11,0.6731531416846483,ER,300,300
499,21,0.5885388322364091,ER,300,300
500,31,0.48169375589739793,ER,300,300
501,41,0.4179283946195723,ER,300,300
502,51,0.4225364829517411,ER,300,300
503,61,0.3713439756906008,ER,300,300
504,71,0.35627390120248137,ER,300,300
505,81,0.3476821437285373,ER,300,300
506,91,0.33081411359020335,ER,300,300
507,450,0.14622926471790856,ER,300,300
508,900,0.12165001346991317,ER,300,300
509,1350,0.0952780801087412,ER,300,300
510,1800,0.0937111138059288,ER,300,300
511,2250,0.08889597120701362,ER,300,300
512,2700,0.08423615757316003,ER,300,300
513,3150,0.07945654843740965,ER,300,300
514,3600,0.07444036023549008,ER,300,300
515,4050,0.06696701754434346,ER,300,300
516,4500,0.06638782527296327,ER,300,300
517,4950,0.06596340923544997,ER,300,300
518,5400,0.06666743940250355,ER,300,300
519,5850,0.06941535444386451,ER,300,300
520,6300,0.06652584415535977,ER,300,300
521,6750,0.06738177415156069,ER,300,300
522,7200,0.06613194143837964,ER,300,300
523,7650,0.06306044391794098,ER,300,300
524,8100,0.0639883564588446,ER,300,300
525,8550,0.06715313774674525,ER,300,300
526,9000,0.06522936338315563,ER,300,300
527,0,1.0,ER,300,300
528,1,0.9054929700133325,ER,300,300
529,11,0.6775698328224717,ER,300,300
530,21,0.5473658509452772,ER,300,300
531,31,0.4940082649943939,ER,300,300
532,41,0.43486437419444307,ER,300,300
533,51,0.4302983041082048,ER,300,300
534,61,0.40583098580018473,ER,300,300
535,71,0.35348518643293414,ER,300,300
536,81,0.3666280448569382,ER,300,300
537,91,0.33088966337003267,ER,300,300
538,450,0.15783636857030287,ER,300,300
539,900,0.12663745344506494,ER,300,300
540,1350,0.10084109394615498,ER,300,300
541,1800,0.10181519311815976,ER,300,300
542,2250,0.09222640797831254,ER,300,300
543,2700,0.08197725619526985,ER,300,300
544,3150,0.0814181044620367,ER,300,300
545,3600,0.07024628490154777,ER,300,300
546,4050,0.07701061904449948,ER,300,300
547,4500,0.0705356451464444,ER,300,300
548,4950,0.06689735190029854,ER,300,300
549,5400,0.06836643670182896,ER,300,300
550,5850,0.06761704295459574,ER,300,300
551,6300,0.06785433432107686,ER,300,300
552,6750,0.0612337342393063,ER,300,300
553,7200,0.06362644719846507,ER,300,300
554,7650,0.06290978350773037,ER,300,300
555,8100,0.06787793357486446,ER,300,300
556,8550,0.060912575214844736,ER,300,300
557,9000,0.06213102488761583,ER,300,300
558,0,1.0,ER,300,300
559,1,0.9072636693425561,ER,300,300
560,11,0.6737795483866574,ER,300,300
561,21,0.5893993837149154,ER,300,300
562,31,0.48420767887853244,ER,300,300
563,41,0.4653069167355065,ER,300,300
564,51,0.4042576411790582,ER,300,300
565,61,0.4009692295966765,ER,300,300
566,71,0.3555231148102895,ER,300,300
567,81,0.3423737325493587,ER,300,300
568,91,0.3156461858687203,ER,300,300
569,450,0.1555068686625469,ER,300,300
570,900,0.12206111223859263,ER,300,300
571,1350,0.09937877422957431,ER,300,300
572,1800,0.09418058776790142,ER,300,300
573,2250,0.08895486986025082,ER,300,300
574,2700,0.07854753440794118,ER,300,300
575,3150,0.07936645958117468,ER,300,300
576,3600,0.07755396652664255,ER,300,300
577,4050,0.07422671346281678,ER,300,300
578,4500,0.06983075146750164,ER,300,300
579,4950,0.07081155658486084,ER,300,300
580,5400,0.06582419893658832,ER,300,300
581,5850,0.0692208495131915,ER,300,300
582,6300,0.06304242756825888,ER,300,300
583,6750,0.0678558431000782,ER,300,300
584,7200,0.0670265240948928,ER,300,300
585,7650,0.06261462369086558,ER,300,300
586,8100,0.06539643335534381,ER,300,300
587,8550,0.06591589384887049,ER,300,300
588,9000,0.062260669647949775,ER,300,300
589,0,1.0,ER,300,300
590,1,0.8985361923489494,ER,300,300
591,11,0.6787178701992174,ER,300,300
592,21,0.5567538638907045,ER,300,300
593,31,0.5098519115550169,ER,300,300
594,41,0.4662555332699887,ER,300,300
595,51,0.42279001990433185,ER,300,300
596,61,0.4187185480552271,ER,300,300
597,71,0.3571315310364164,ER,300,300
598,81,0.3371881623888452,ER,300,300
599,91,0.3541213027612961,ER,300,300
600,450,0.15360487526347646,ER,300,300
601,900,0.12328306088446321,ER,300,300
602,1350,0.10374190437681999,ER,300,300
603,1800,0.0972366639679424,ER,300,300
604,2250,0.09093716753815381,ER,300,300
605,2700,0.07959767275486045,ER,300,300
606,3150,0.08182628886438323,ER,300,300
607,3600,0.07835945608119965,ER,300,300
608,4050,0.07755666006975946,ER,300,300
609,4500,0.06620908744528319,ER,300,300
610,4950,0.06832927937454737,ER,300,300
611,5400,0.06408233544668308,ER,300,300
612,5850,0.06335065773878605,ER,300,300
613,6300,0.0632885835516044,ER,300,300
614,6750,0.06392082476483375,ER,300,300
615,7200,0.06365255241010015,ER,300,300
616,7650,0.06011462800674022,ER,300,300
617,8100,0.06292724006788203,ER,300,300
618,8550,0.06186361865749053,ER,300,300
619,9000,0.06172050630034335,ER,300,300
620,0,1.0,ER,300,300
621,1,0.8870163927566312,ER,300,300
622,11,0.6840017460304012,ER,300,300
623,21,0.5867184800749771,ER,300,300
624,31,0.4974594833181572,ER,300,300
625,41,0.4574951677495658,ER,300,300
626,51,0.40099649188728237,ER,300,300
627,61,0.3858575516579916,ER,300,300
628,71,0.3670681573927508,ER,300,300
629,81,0.3422890239301846,ER,300,300
630,91,0.3163274388612407,ER,300,300
631,450,0.16160489706501555,ER,300,300
632,900,0.10845358010321786,ER,300,300
633,1350,0.10454678177040369,ER,300,300
634,1800,0.08635602851672945,ER,300,300
635,2250,0.08210723187355137,ER,300,300
636,2700,0.08104788862757081,ER,300,300
637,3150,0.07549804183179734,ER,300,300
638,3600,0.07792517135268832,ER,300,300
639,4050,0.07599411177235224,ER,300,300
640,4500,0.07222785180332551,ER,300,300
641,4950,0.07045768053672123,ER,300,300
642,5400,0.07010661993520603,ER,300,300
643,5850,0.06925270455346569,ER,300,300
644,6300,0.0669677734329627,ER,300,300
645,6750,0.06497806979888353,ER,300,300
646,7200,0.06641663518053387,ER,300,300
647,7650,0.06427128746332038,ER,300,300
648,8100,0.06266866783233234,ER,300,300
649,8550,0.060209285509037445,ER,300,300
650,9000,0.060966970473426516,ER,300,300
651,0,1.0,ER,300,300
652,1,0.9063766157089441,ER,300,300
653,11,0.6805671083591581,ER,300,300
654,21,0.533351281452358,ER,300,300
655,31,0.49774095943858154,ER,300,300
656,41,0.5007400986376507,ER,300,300
657,51,0.43704679192300955,ER,300,300
658,61,0.40186431870744005,ER,300,300
659,71,0.3502471764655369,ER,300,300
660,81,0.3563961276261526,ER,300,300
661,91,0.31929411953181325,ER,300,300
662,450,0.1611465785414516,ER,300,300
663,900,0.1092160129310471,ER,300,300
664,1350,0.10904564814837339,ER,300,300
665,1800,0.09207645362659836,ER,300,300
666,2250,0.08649361986735264,ER,300,300
667,2700,0.07850028703460715,ER,300,300
668,3150,0.07621329765413357,ER,300,300
669,3600,0.07578391171854851,ER,300,300
670,4050,0.07027035207011816,ER,300,300
671,4500,0.07419886271406123,ER,300,300
672,4950,0.07143477923685443,ER,300,300
673,5400,0.0673977302888047,ER,300,300
674,5850,0.06754402202668792,ER,300,300
675,6300,0.06543104227968176,ER,300,300
676,6750,0.06096349577880002,ER,300,300
677,7200,0.06461444091177754,ER,300,300
678,7650,0.06504347145610309,ER,300,300
679,8100,0.0646294445669316,ER,300,300
680,8550,0.06049461385642868,ER,300,300
681,9000,0.06385331784338326,ER,300,300
682,0,1.0,ER,300,300
