,num_changes,score,model,N,M
409,51,0.3970869075014503,ER,300,300
410,61,0.39658767517207383,ER,300,300
411,71,0.3882292382795448,ER,300,300
412,81,0.36396440852196466,ER,300,300
413,91,0.32639773995347926,ER,300,300
414,450,0.16666937746307156,ER,300,300
415,900,0.1165658886588419,ER,300,300
416,1350,0.09484043892148916,ER,300,300
417,1800,0.0926693242733283,ER,300,300
418,2250,0.08929888038291604,ER,300,300
419,2700,0.07948236281865055,ER,300,300
420,3150,0.07910401003469238,ER,300,300
421,3600,0.07038340531322708,ER,300,300
422,4050,0.07584196899187975,ER,300,300
423,4500,0.070098032719276,ER,300,300
424,4950,0.06426303310876823,ER,300,300
425,5400,0.06621951303499453,ER,300,300
426,5850,0.06747400196481061,ER,300,300
427,6300,0.06813527423860416,ER,300,300
428,6750,0.06948455369872228,ER,300,300
429,7200,0.06667915879389132,ER,300,300
430,7650,0.06657856864779506,ER,300,300
431,8100,0.0610923255517655,ER,300,300
432,8550,0.06017522197033269,ER,300,300
433,9000,0.061803205562784194,ER,300,300
434,0,1.0,ER,300,300
435,1,0.9011737766881162,ER,300,300
436,11,0.6801090459554573,ER,300,300
437,21,0.5784549341867516,ER,300,300
438,31,0.4983314216972684,ER,300,300
439,41,0.44941737272322424,ER,300,300
440,51,0.39820100065237646,ER,300,300
441,61,0.3886756496080445,ER,300,300
442,71,0.34849735085025735,ER,300,300
443,81,0.3342973626530153,ER,300,300
444,91,0.3299478068925272,ER,300,300
445,450,0.16952980631285605,ER,300,300
446,900,0.11302253730891797,ER,300,300
447,1350,0.10566127728154391,ER,300,300
448,1800,0.10246984319547134,ER,300,300
449,2250,0.09191349451584115,ER,300,300
450,2700,0.08448557203501217,ER,300,300
451,3150,0.07683394819285269,ER,300,300
452,3600,0.07494690885489466,ER,300,300
453,4050,0.07374373378138464,ER,300,300
454,4500,0.07417428347329867,ER,300,300
455,4950,0.07099121067726957,ER,300,300
456,5400,0.07018910835146523,ER,300,300
457,5850,0.06493144731156796,ER,300,300
458,6300,0.06690296979693075,ER,300,300
459,6750,0.0643919656346857,ER,300,300
460,7200,0.06457960792014672,ER,300,300
461,7650,0.06210297772614716,ER,300,300
462,8100,0.06192433899423515,ER,300,300
463,8550,0.05884161889851187,ER,300,300
464,9000,0.06499653610059468,ER,300,300
465,0,1.0,ER,300,300
466,1,0.9133257977107618,ER,300,300
467,11,0.6627737291137262,ER,300,300
468,21,0.5579894884348764,ER,300,300
469,31,0.5034428631552288,ER,300,300
470,41,0.4699818340014207,ER,300,300
471,51,0.41689108569034833,ER,300,300
472,61,0.3648853937778959,ER,300,300
473,71,0.3480402020991529,ER,300,300
474,81,0.3562921209059219,ER,300,300
475,91,0.3312660393235719,ER,300,300
476,450,0.15228472978624213,ER,300,300
477,900,0.11296996195994807,ER,300,300
478,1350,0.10749675240697126,ER,300,300
479,1800,0.09417591576325336,ER,300,300
480,2250,0.08830114962996674,ER,300,300
481,2700,0.0880284747123264,ER,300,300
482,3150,0.07909239000390961,ER,300,300
483,3600,0.08040375869324042,ER,300,300
484,4050,0.07471658227461568,ER,300,300
485,4500,0.0690541742044691,ER,300,300
486,4950,0.06847304076400341,ER,300,300
487,5400,0.06356469658152585,ER,300,300
488,5850,0.0642882561257749,ER,300,300
489,6300,0.06639274709409772,ER,300,300
490,6750,0.06320118505467012,ER,300,300
491,7200,0.06747626200885262,ER,300,300
492,7650,0.06560024352001213,ER,300,300
493,8100,0.06549242048735489,ER,300,300
494,8550,0.06113721182594206,ER,300,300
495,9000,0.06318829596355063,ER,300,300
496,0,1.0,ER,300,300
497,1,0.9026922804314228,ER,300,300
498,11,0.6838546473135511,ER,300,300
499,21,0.5602515985475699,ER,300,300
500,31,0.4709106111002646,ER,300,300
501,41,0.46658107966257484,ER,300,300
502,51,0.4207150909772329,ER,300,300
503,61,0.3928345673339132,ER,300,300
504,71,0.36290028374429084,ER,300,300
505,81,0.35299739195479396,ER,300,300
506,91,0.3192344767741844,ER,300,300
507,450,0.16113418071327182,ER,300,300
508,900,0.11007993083453857,ER,300,300
509,1350,0.10894785405353397,ER,300,300
510,1800,0.09723817355380517,ER,300,300
511,2250,0.08866833123218196,ER,300,300
512,2700,0.08646567742251551,ER,300,300
513,3150,0.07179972755602813,ER,300,300
514,3600,0.07250887290214073,ER,300,300
515,4050,0.06820817816206345,ER,300,300
516,4500,0.06920459156188688,ER,300,300
517,4950,0.06946953715249025,ER,300,300
518,5400,0.06655820061870914,ER,300,300
519,5850,0.06268651222330436,ER,300,300
520,6300,0.06589789987783419,ER,300,300
521,6750,0.06264616278692549,ER,300,300
522,7200,0.062657429834654,ER,300,300
523,7650,0.0668815809265378,ER,300,300
524,8100,0.05822307197115419,ER,300,300
525,8550,0.06530065757520982,ER,300,300
526,9000,0.06472499372800083,ER,300,300
527,0,1.0,ER,300,300
528,1,0.9091653298711619,ER,300,300
529,11,0.6615494094560346,ER,300,300
530,21,0.5942511972622458,ER,300,300
531,31,0.4766920636611537,ER,300,300
532,41,0.47662661745540147,ER,300,300
533,51,0.40573127188858804,ER,300,300
534,61,0.37071595918343514,ER,300,300
535,71,0.3733594414273715,ER,300,300
536,81,0.3388238885143934,ER,300,300
537,91,0.32966543244441865,ER,300,300
538,450,0.15205357907699568,ER,300,300
539,900,0.11650861648577171,ER,300,300
540,1350,0.10198858102827262,ER,300,300
541,1800,0.09042029503278433,ER,300,300
542,2250,0.07960624456488417,ER,300,300
543,2700,0.08518696715897672,ER,300,300
544,3150,0.07250635331584313,ER,300,300
545,3600,0.07784261275290046,ER,300,300
546,4050,0.07047812098606879,ER,300,300
547,4500,0.07076118417125149,ER,300,300
548,4950,0.06567356550551436,ER,300,300
549,5400,0.07510295929298645,ER,300,300
550,5850,0.0662436055039818,ER,300,300
551,6300,0.06150869708651461,ER,300,300
552,6750,0.0666401649419485,ER,300,300
553,7200,0.06595316694255529,ER,300,300
554,7650,0.0631509996637932,ER,300,300
555,8100,0.06413194249169453,ER,300,300
556,8550,0.0616623104646361,ER,300,300
557,9000,0.06119677697083732,ER,300,300
558,0,1.0,ER,300,300
559,1,0.9064324916336535,ER,300,300
560,11,0.6764568713940162,ER,300,300
561,21,0.5887440167544735,ER,300,300
562,31,0.48437390900292165,ER,300,300
563,41,0.43825369279310256,ER,300,300
564,51,0.3953063698611089,ER,300,300
565,61,0.37228975899468064,ER,300,300
566,71,0.3807032839153476,ER,300,300
567,81,0.36012892365144344,ER,300,300
568,91,0.3216018883516132,ER,300,300
569,450,0.14465577054407003,ER,300,300
570,900,0.11650775089234527,ER,300,300
571,1350,0.09773247210678787,ER,300,300
572,1800,0.0936734378964778,ER,300,300
573,2250,0.09036561378893095,ER,300,300
574,2700,0.07507328738095098,ER,300,300
575,3150,0.07220649255125618,ER,300,300
576,3600,0.07300598124477475,ER,300,300
577,4050,0.07024563316053047,ER,300,300
578,4500,0.07216892240881936,ER,300,300
579,4950,0.0759781402972,ER,300,300
580,5400,0.06664936652878489,ER,300,300
581,5850,0.06816599099968165,ER,300,300
582,6300,0.06604262082647955,ER,300,300
583,6750,0.06858005142143417,ER,300,300
584,7200,0.06400664564342641,ER,300,300
585,7650,0.06168229927879491,ER,300,300
586,8100,0.06136487171455313,ER,300,300
587,8550,0.0625862890379148,ER,300,300
588,9000,0.06081084090398101,ER,300,300
589,0,1.0,ER,300,300
590,1,0.9119925411879826,ER,300,300
591,11,0.6583172783095637,ER,300,300
592,21,0.5651939731239272,ER,300,300
593,31,0.48626200083314297,ER,300,300
594,41,0.45600981639422566,ER,300,300
595,51,0.4324670146937867,ER,300,300
596,61,0.4010662778061159,ER,300,300
597,71,0.35205270729411103,ER,300,300
598,81,0.3660356261046238,ER,300,300
599,91,0.3242158035854867,ER,300,300
600,450,0.17461023370850867,ER,300,300
601,900,0.12216902805314628,ER,300,300
602,1350,0.09794019455074507,ER,300,300
603,1800,0.09184728980379357,ER,300,300
604,2250,0.08325336184598617,ER,300,300
605,2700,0.08045753879222409,ER,300,300
606,3150,0.07825956533164566,ER,300,300
607,3600,0.07378209294846523,ER,300,300
608,4050,0.07926489106546407,ER,300,300
609,4500,0.06745707584630198,ER,300,300
610,4950,0.07097904173685671,ER,300,300
611,5400,0.06944265007874324,ER,300,300
612,5850,0.0661587740803687,ER,300,300
613,6300,0.06408894527128316,ER,300,300
614,6750,0.06703207764898908,ER,300,300
615,7200,0.06385475885365641,ER,300,300
616,7650,0.06169555467112874,ER,300,300
617,8100,0.06471175036098571,ER,300,300
618,8550,0.060736672135287495,ER,300,300
619,9000,0.06211945370209354,ER,300,300
620,0,1.0,ER,300,300
621,1,0.9015761500644566,ER,300,300
622,11,0.6991892876753814,ER,300,300
623,21,0.5934612741685863,ER,300,300
624,31,0.519244195254518,ER,300,300
625,41,0.42701556450581907,ER,300,300
626,51,0.4106425773100911,ER,300,300
627,61,0.366597666128174,ER,300,300
628,71,0.37235108984909904,ER,300,300
629,81,0.3449593354413285,ER,300,300
630,91,0.34157765152969327,ER,300,300
631,450,0.15261421298877326,ER,300,300
632,900,0.11523645269464093,ER,300,300
633,1350,0.10375377031285377,ER,300,300
634,1800,0.08579845049391928,ER,300,300
635,2250,0.08589981692386557,ER,300,300
636,2700,0.0854337313236507,ER,300,300
637,3150,0.07452519049612731,ER,300,300
638,3600,0.07555293314864867,ER,300,300
639,4050,0.07654934263502709,ER,300,300
640,4500,0.07815314391732578,ER,300,300
641,4950,0.07379862722641148,ER,300,300
642,5400,0.06756481500514079,ER,300,300
643,5850,0.06843693718272083,ER,300,300
644,6300,0.06540328068329694,ER,300,300
645,6750,0.06333626642008802,ER,300,300
646,7200,0.060082767725979334,ER,300,300
647,7650,0.06274399421466996,ER,300,300
648,8100,0.06245377594643453,ER,300,300
649,8550,0.06109613057500141,ER,300,300
650,9000,0.06346384393514158,ER,300,300
651,0,1.0,ER,300,300
652,1,0.9058776612509545,ER,300,300
653,11,0.6534708473520706,ER,300,300
654,21,0.5639488376168486,ER,300,300
655,31,0.5063156511366576,ER,300,300
656,41,0.4556163968361969,ER,300,300
657,51,0.41359176822074195,ER,300,300
658,61,0.3950048939450952,ER,300,300
659,71,0.37421673496436236,ER,300,300
660,81,0.3269977492740486,ER,300,300
661,91,0.33841095978265445,ER,300,300
662,450,0.15974474533417704,ER,300,300
663,900,0.1260862806552133,ER,300,300
664,1350,0.10142549515112909,ER,300,300
665,1800,0.09786437750752437,ER,300,300
666,2250,0.08543286521504534,ER,300,300
667,2700,0.08371698027527985,ER,300,300
668,3150,0.07752785498798763,ER,300,300
669,3600,0.07482377859476405,ER,300,300
670,4050,0.07003997906062626,ER,300,300
671,4500,0.06917533365658399,ER,300,300
672,4950,0.06892952857317547,ER,300,300
673,5400,0.06801525875098502,ER,300,300
674,5850,0.06631727971419914,ER,300,300
675,6300,0.06880343698376384,ER,300,300
676,6750,0.06192751589324689,ER,300,300
677,7200,0.06067082781003378,ER,300,300
678,7650,0.06475529196354494,ER,300,300
679,8100,0.061235276684832106,ER,300,300
680,8550,0.06195013471372889,ER,300,300
681,9000,0.06263918941590803,ER,300,300
682,0,1.0,ER,300,300
683,1,0.9113910743616136,ER,300,300
