,N,M,cluster_size,cluster_mean,seed_a,seed_b,score,model
1758,300,450,40.0,15.0,8,10,0.0489125396069068,clustered
1759,300,450,40.0,15.0,9,10,0.0498171689734604,clustered
1760,300,450,45.0,0.0,0,1,0.0360140547258542,clustered
1761,300,450,45.0,0.0,0,2,0.0381359733379789,clustered
1762,300,450,45.0,0.0,0,3,0.0358859949507292,clustered
1763,300,450,45.0,0.0,0,4,0.0392195085352229,clustered
1764,300,450,45.0,0.0,0,5,0.0363319494869943,clustered
1765,300,450,45.0,0.0,0,6,0.0353321152919117,clustered
1766,300,450,45.0,0.0,0,7,0.0359230743735132,clustered
1767,300,450,45.0,0.0,0,8,0.0370645297285061,clustered
1768,300,450,45.0,0.0,0,9,0.0369208974997476,clustered
1769,300,450,45.0,0.0,0,10,0.0376502766931701,clustered
1770,300,450,45.0,0.0,1,2,0.0381087851660563,clustered
1771,300,450,45.0,0.0,1,3,0.0369294152453423,clustered
1772,300,450,45.0,0.0,1,4,0.0368247154020611,clustered
1773,300,450,45.0,0.0,1,5,0.0359531482823409,clustered
1774,300,450,45.0,0.0,1,6,0.036657563265809,clustered
1775,300,450,45.0,0.0,1,7,0.0378016303719142,clustered
1776,300,450,45.0,0.0,1,8,0.0383299781056226,clustered
1777,300,450,45.0,0.0,1,9,0.0374793672702068,clustered
1778,300,450,45.0,0.0,1,10,0.0379977178857346,clustered
1779,300,450,45.0,0.0,2,3,0.0369638054302636,clustered
1780,300,450,45.0,0.0,2,4,0.0361434779728619,clustered
1781,300,450,45.0,0.0,2,5,0.0367347055002263,clustered
1782,300,450,45.0,0.0,2,6,0.0370546159280164,clustered
1783,300,450,45.0,0.0,2,7,0.0377395112351693,clustered
1784,300,450,45.0,0.0,2,8,0.0384329146383788,clustered
1785,300,450,45.0,0.0,2,9,0.0369858493325573,clustered
1786,300,450,45.0,0.0,2,10,0.0371188430232614,clustered
1787,300,450,45.0,0.0,3,4,0.0374944260050084,clustered
1788,300,450,45.0,0.0,3,5,0.0390200671538537,clustered
1789,300,450,45.0,0.0,3,6,0.0366381957950794,clustered
1790,300,450,45.0,0.0,3,7,0.0378284545411379,clustered
1791,300,450,45.0,0.0,3,8,0.0372562055572044,clustered
1792,300,450,45.0,0.0,3,9,0.0382542349045739,clustered
1793,300,450,45.0,0.0,3,10,0.035352270699925,clustered
1794,300,450,45.0,0.0,4,5,0.0376106398184141,clustered
1795,300,450,45.0,0.0,4,6,0.0373995160156049,clustered
1796,300,450,45.0,0.0,4,7,0.0378630343506336,clustered
1797,300,450,45.0,0.0,4,8,0.0356739393182937,clustered
1798,300,450,45.0,0.0,4,9,0.0387599426764369,clustered
1799,300,450,45.0,0.0,4,10,0.0374296234035081,clustered
1800,300,450,45.0,0.0,5,6,0.0366665957200416,clustered
1801,300,450,45.0,0.0,5,7,0.0373554868844115,clustered
1802,300,450,45.0,0.0,5,8,0.0372875869227452,clustered
1803,300,450,45.0,0.0,5,9,0.0373804038865127,clustered
1804,300,450,45.0,0.0,5,10,0.0390172333757042,clustered
1805,300,450,45.0,0.0,6,7,0.036781958499414,clustered
1806,300,450,45.0,0.0,6,8,0.0361629886872136,clustered
1807,300,450,45.0,0.0,6,9,0.0357699922891505,clustered
1808,300,450,45.0,0.0,6,10,0.0377797810660949,clustered
1809,300,450,45.0,0.0,7,8,0.0381580060392714,clustered
1810,300,450,45.0,0.0,7,9,0.0373582292824336,clustered
1811,300,450,45.0,0.0,7,10,0.0383415810568437,clustered
1812,300,450,45.0,0.0,8,9,0.0360092843831549,clustered
1813,300,450,45.0,0.0,8,10,0.0366049991862208,clustered
1814,300,450,45.0,0.0,9,10,0.0360447783621778,clustered
1815,300,450,45.0,5.0,0,1,0.0428998429391545,clustered
1816,300,450,45.0,5.0,0,2,0.0411803102640441,clustered
1817,300,450,45.0,5.0,0,3,0.0409125313878911,clustered
1818,300,450,45.0,5.0,0,4,0.0400203102077565,clustered
1819,300,450,45.0,5.0,0,5,0.0415524425600643,clustered
1820,300,450,45.0,5.0,0,6,0.0416096213563168,clustered
1821,300,450,45.0,5.0,0,7,0.040369026975642,clustered
1822,300,450,45.0,5.0,0,8,0.0416809994359365,clustered
1823,300,450,45.0,5.0,0,9,0.0400404963085783,clustered
1824,300,450,45.0,5.0,0,10,0.0404819087921163,clustered
1825,300,450,45.0,5.0,1,2,0.0438275200942797,clustered
1826,300,450,45.0,5.0,1,3,0.0429654275769587,clustered
1827,300,450,45.0,5.0,1,4,0.0417999195295548,clustered
1828,300,450,45.0,5.0,1,5,0.0434446477332445,clustered
1829,300,450,45.0,5.0,1,6,0.0434018491204826,clustered
1830,300,450,45.0,5.0,1,7,0.0409705552817689,clustered
1831,300,450,45.0,5.0,1,8,0.0427571608503486,clustered
1832,300,450,45.0,5.0,1,9,0.0422347299441826,clustered
1833,300,450,45.0,5.0,1,10,0.0415796508272396,clustered
1834,300,450,45.0,5.0,2,3,0.0419144036716078,clustered
1835,300,450,45.0,5.0,2,4,0.0415113362785173,clustered
1836,300,450,45.0,5.0,2,5,0.0388749833972096,clustered
1837,300,450,45.0,5.0,2,6,0.041547541495998,clustered
1838,300,450,45.0,5.0,2,7,0.0407328984306819,clustered
1839,300,450,45.0,5.0,2,8,0.041688176477499,clustered
1840,300,450,45.0,5.0,2,9,0.0423445684487115,clustered
1841,300,450,45.0,5.0,2,10,0.0410406058814433,clustered
1842,300,450,45.0,5.0,3,4,0.0420427007866703,clustered
1843,300,450,45.0,5.0,3,5,0.0432161970248567,clustered
1844,300,450,45.0,5.0,3,6,0.0428949456474272,clustered
1845,300,450,45.0,5.0,3,7,0.0414312964844231,clustered
1846,300,450,45.0,5.0,3,8,0.0424606818923591,clustered
1847,300,450,45.0,5.0,3,9,0.0425540158555184,clustered
1848,300,450,45.0,5.0,3,10,0.0412364227860023,clustered
1849,300,450,45.0,5.0,4,5,0.0425768842876036,clustered
1850,300,450,45.0,5.0,4,6,0.0413405324162523,clustered
1851,300,450,45.0,5.0,4,7,0.0410200473753334,clustered
1852,300,450,45.0,5.0,4,8,0.0427412240247976,clustered
1853,300,450,45.0,5.0,4,9,0.0426927953411329,clustered
1854,300,450,45.0,5.0,4,10,0.0404873980144588,clustered
1855,300,450,45.0,5.0,5,6,0.0420404145925629,clustered
1856,300,450,45.0,5.0,5,7,0.0417395073617145,clustered
1857,300,450,45.0,5.0,5,8,0.0428509879284658,clustered
1858,300,450,45.0,5.0,5,9,0.0413723762759329,clustered
1859,300,450,45.0,5.0,5,10,0.040815343099015,clustered
1860,300,450,45.0,5.0,6,7,0.0403134148761645,clustered
1861,300,450,45.0,5.0,6,8,0.0423726695510837,clustered
1862,300,450,45.0,5.0,6,9,0.0411656870046171,clustered
1863,300,450,45.0,5.0,6,10,0.0423661512649354,clustered
1864,300,450,45.0,5.0,7,8,0.0417179008406477,clustered
1865,300,450,45.0,5.0,7,9,0.0418819169390299,clustered
1866,300,450,45.0,5.0,7,10,0.0412966982020751,clustered
1867,300,450,45.0,5.0,8,9,0.0431463275151756,clustered
1868,300,450,45.0,5.0,8,10,0.0420268499800584,clustered
1869,300,450,45.0,5.0,9,10,0.0415201645460726,clustered
1870,300,450,45.0,10.0,0,1,0.0504531312541379,clustered
1871,300,450,45.0,10.0,0,2,0.0479829245382224,clustered
1872,300,450,45.0,10.0,0,3,0.0484876346734937,clustered
1873,300,450,45.0,10.0,0,4,0.0507045935604855,clustered
1874,300,450,45.0,10.0,0,5,0.0508058208268676,clustered
1875,300,450,45.0,10.0,0,6,0.0527291434962459,clustered
1876,300,450,45.0,10.0,0,7,0.0480779306636794,clustered
1877,300,450,45.0,10.0,0,8,0.0505997685772966,clustered
1878,300,450,45.0,10.0,0,9,0.0484618252930447,clustered
1879,300,450,45.0,10.0,0,10,0.0502200557791694,clustered
1880,300,450,45.0,10.0,1,2,0.048868421849457,clustered
1881,300,450,45.0,10.0,1,3,0.0491565248019621,clustered
1882,300,450,45.0,10.0,1,4,0.0513099843868041,clustered
1883,300,450,45.0,10.0,1,5,0.0504253117044067,clustered
1884,300,450,45.0,10.0,1,6,0.0514720222996503,clustered
1885,300,450,45.0,10.0,1,7,0.0497056131344328,clustered
1886,300,450,45.0,10.0,1,8,0.0507566548147532,clustered
1887,300,450,45.0,10.0,1,9,0.0477562321749285,clustered
1888,300,450,45.0,10.0,1,10,0.0508238841206101,clustered
1889,300,450,45.0,10.0,2,3,0.0502167896741724,clustered
1890,300,450,45.0,10.0,2,4,0.0498771981578664,clustered
1891,300,450,45.0,10.0,2,5,0.0489660961306864,clustered
1892,300,450,45.0,10.0,2,6,0.0496565382033406,clustered
1893,300,450,45.0,10.0,2,7,0.0496954303281697,clustered
1894,300,450,45.0,10.0,2,8,0.0499060763644544,clustered
1895,300,450,45.0,10.0,2,9,0.049674762642193,clustered
1896,300,450,45.0,10.0,2,10,0.0507451815094258,clustered
1897,300,450,45.0,10.0,3,4,0.0507934765439556,clustered
1898,300,450,45.0,10.0,3,5,0.0495609018976975,clustered
1899,300,450,45.0,10.0,3,6,0.0500124710017582,clustered
1900,300,450,45.0,10.0,3,7,0.04857502189282,clustered
1901,300,450,45.0,10.0,3,8,0.0503787162691241,clustered
1902,300,450,45.0,10.0,3,9,0.0489084461332711,clustered
1903,300,450,45.0,10.0,3,10,0.048748789141988,clustered
1904,300,450,45.0,10.0,4,5,0.05090007894199,clustered
1905,300,450,45.0,10.0,4,6,0.0504323961110246,clustered
1906,300,450,45.0,10.0,4,7,0.0510693474333281,clustered
1907,300,450,45.0,10.0,4,8,0.0514516727891235,clustered
1908,300,450,45.0,10.0,4,9,0.0490596619359121,clustered
1909,300,450,45.0,10.0,4,10,0.0500167916249858,clustered
1910,300,450,45.0,10.0,5,6,0.0491384035150866,clustered
1911,300,450,45.0,10.0,5,7,0.0488982875061188,clustered
1912,300,450,45.0,10.0,5,8,0.0492716674483534,clustered
1913,300,450,45.0,10.0,5,9,0.0483702257216035,clustered
1914,300,450,45.0,10.0,5,10,0.0501718513758666,clustered
1915,300,450,45.0,10.0,6,7,0.0480350182045659,clustered
