,num_changes,score,model,N,M
337,11475,0.05849503415934813,ER,450,300
338,12150,0.0581290265945959,ER,450,300
339,12825,0.06026070812547891,ER,450,300
340,13500,0.05833236013125932,ER,450,300
341,0,1.0,ER,450,300
342,1,0.9296259927766871,ER,450,300
343,11,0.7220065501470926,ER,450,300
344,21,0.6533074293918166,ER,450,300
345,31,0.5593871738780292,ER,450,300
346,41,0.5236583922416866,ER,450,300
347,51,0.48343288355791575,ER,450,300
348,61,0.4622274197051391,ER,450,300
349,71,0.42802353580522545,ER,450,300
350,81,0.41848909670248596,ER,450,300
351,91,0.38289398189974855,ER,450,300
352,675,0.1417918314424493,ER,450,300
353,1350,0.11330646331998455,ER,450,300
354,2025,0.0929710413056129,ER,450,300
355,2700,0.08815168120511162,ER,450,300
356,3375,0.0824739418066005,ER,450,300
357,4050,0.07483947480994571,ER,450,300
358,4725,0.07252629392492616,ER,450,300
359,5400,0.06798546124503907,ER,450,300
360,6075,0.07126943204389682,ER,450,300
361,6750,0.0707028185685768,ER,450,300
362,7425,0.06532208732099364,ER,450,300
363,8100,0.05816879124985537,ER,450,300
364,8775,0.05970713735215818,ER,450,300
365,9450,0.06112374993304062,ER,450,300
366,10125,0.05904627862360649,ER,450,300
367,10800,0.06159365332389694,ER,450,300
368,11475,0.062087995867742246,ER,450,300
369,12150,0.05707121903557194,ER,450,300
370,12825,0.058747743826957265,ER,450,300
371,13500,0.05627081080227672,ER,450,300
372,0,1.0,ER,450,300
373,1,0.9228321984463894,ER,450,300
374,11,0.7267046557484038,ER,450,300
375,21,0.6399123658033494,ER,450,300
376,31,0.5701687865453495,ER,450,300
377,41,0.5358460867975114,ER,450,300
378,51,0.4694685513153046,ER,450,300
379,61,0.4447587201125883,ER,450,300
380,71,0.43230868411965584,ER,450,300
381,81,0.39291064887758487,ER,450,300
382,91,0.40081342412146315,ER,450,300
383,675,0.14872197263336853,ER,450,300
384,1350,0.11012637671601294,ER,450,300
385,2025,0.10350283407439512,ER,450,300
386,2700,0.08621064993058629,ER,450,300
387,3375,0.08219158189701786,ER,450,300
388,4050,0.07377792600282443,ER,450,300
389,4725,0.07020106724144379,ER,450,300
390,5400,0.06947846940606649,ER,450,300
391,6075,0.06725351596989047,ER,450,300
392,6750,0.06507623957866676,ER,450,300
393,7425,0.06626011312111124,ER,450,300
394,8100,0.06803104845125252,ER,450,300
395,8775,0.06737572411339227,ER,450,300
396,9450,0.06198771794302219,ER,450,300
397,10125,0.0593860500997423,ER,450,300
398,10800,0.05785660165701728,ER,450,300
399,11475,0.05926050325416258,ER,450,300
400,12150,0.05841116596287807,ER,450,300
401,12825,0.05949893284288216,ER,450,300
402,13500,0.05910321062927121,ER,450,300
403,0,1.0,ER,450,300
404,1,0.9172912880980277,ER,450,300
405,11,0.7278703870789337,ER,450,300
406,21,0.6344563647245449,ER,450,300
407,31,0.5579777785476795,ER,450,300
408,41,0.48121710864189504,ER,450,300
409,51,0.4785816712377695,ER,450,300
410,61,0.43443957492572816,ER,450,300
411,71,0.40319174613099235,ER,450,300
412,81,0.3946624807695897,ER,450,300
413,91,0.3768771749018053,ER,450,300
414,675,0.13931431855925944,ER,450,300
415,1350,0.10646956310688219,ER,450,300
416,2025,0.10095667481837937,ER,450,300
417,2700,0.09122625947521791,ER,450,300
418,3375,0.08188410198692773,ER,450,300
419,4050,0.07625722164155152,ER,450,300
420,4725,0.07196181352116254,ER,450,300
421,5400,0.07402311829037421,ER,450,300
422,6075,0.07057975846450572,ER,450,300
423,6750,0.07116353992971322,ER,450,300
424,7425,0.06509241378175967,ER,450,300
425,8100,0.06716824789148056,ER,450,300
426,8775,0.061649046359353574,ER,450,300
427,9450,0.05738217400168077,ER,450,300
428,10125,0.06134025110379837,ER,450,300
429,10800,0.05837823971336223,ER,450,300
430,11475,0.0616703981664707,ER,450,300
431,12150,0.06055630120392311,ER,450,300
432,12825,0.060138929648154635,ER,450,300
433,13500,0.06004168497328827,ER,450,300
434,0,1.0,ER,450,300
435,1,0.9208177566178083,ER,450,300
436,11,0.7263941272026011,ER,450,300
437,21,0.6259525486216748,ER,450,300
438,31,0.5555079377072023,ER,450,300
439,41,0.5234582910221883,ER,450,300
440,51,0.49013703891440463,ER,450,300
441,61,0.4692455407129361,ER,450,300
442,71,0.4305666082160149,ER,450,300
443,81,0.41080184362402394,ER,450,300
444,91,0.3849745597663087,ER,450,300
445,675,0.141571048015025,ER,450,300
446,1350,0.10844940297743358,ER,450,300
447,2025,0.09839274020686897,ER,450,300
448,2700,0.08890927632846053,ER,450,300
449,3375,0.07954523523055729,ER,450,300
450,4050,0.07590403260669565,ER,450,300
451,4725,0.07255186248720719,ER,450,300
452,5400,0.07157352760968179,ER,450,300
453,6075,0.07130110831682285,ER,450,300
454,6750,0.06811803612891475,ER,450,300
455,7425,0.06174108691107989,ER,450,300
456,8100,0.0606564221554976,ER,450,300
457,8775,0.05875496056299308,ER,450,300
458,9450,0.059236019325282725,ER,450,300
459,10125,0.06251681092511223,ER,450,300
460,10800,0.05984854732874665,ER,450,300
461,11475,0.05814958968737601,ER,450,300
462,12150,0.05701458353928205,ER,450,300
463,12825,0.056687302253125696,ER,450,300
464,13500,0.05739819629975155,ER,450,300
465,0,1.0,ER,450,300
466,1,0.925262465632831,ER,450,300
467,11,0.7376400909748846,ER,450,300
468,21,0.6382764656810194,ER,450,300
469,31,0.5851192274601357,ER,450,300
470,41,0.5222336840461903,ER,450,300
471,51,0.49855931957614974,ER,450,300
472,61,0.43840524190205993,ER,450,300
473,71,0.4156167053658937,ER,450,300
474,81,0.38370623821343397,ER,450,300
475,91,0.3999919023536786,ER,450,300
476,675,0.14487267385089297,ER,450,300
477,1350,0.11403493001182508,ER,450,300
478,2025,0.09448344240083689,ER,450,300
479,2700,0.09081779836931253,ER,450,300
480,3375,0.083723529282014,ER,450,300
481,4050,0.07491686054302188,ER,450,300
482,4725,0.07582106153347946,ER,450,300
483,5400,0.06827181871866071,ER,450,300
484,6075,0.06772695389695417,ER,450,300
485,6750,0.06697028616089831,ER,450,300
486,7425,0.06470818205106087,ER,450,300
487,8100,0.06485614277727877,ER,450,300
488,8775,0.06280970761391408,ER,450,300
489,9450,0.05961601391228977,ER,450,300
490,10125,0.05839741223618815,ER,450,300
491,10800,0.05883613588752986,ER,450,300
492,11475,0.05948801125562131,ER,450,300
493,12150,0.06003504667623308,ER,450,300
494,12825,0.0566111480664994,ER,450,300
495,13500,0.05870635456321825,ER,450,300
496,0,1.0,ER,450,300
497,1,0.929916912807247,ER,450,300
498,11,0.7179738695338173,ER,450,300
499,21,0.608229182334503,ER,450,300
500,31,0.5646695044557177,ER,450,300
501,41,0.5285362474806523,ER,450,300
502,51,0.4711549753207117,ER,450,300
503,61,0.46637558460132345,ER,450,300
504,71,0.3919991314972092,ER,450,300
505,81,0.388912368143732,ER,450,300
506,91,0.38481960224386946,ER,450,300
507,675,0.14737369523890892,ER,450,300
508,1350,0.10568137986550766,ER,450,300
509,2025,0.09620485910099717,ER,450,300
510,2700,0.08336119554845978,ER,450,300
511,3375,0.07678321081077495,ER,450,300
512,4050,0.07861143944505783,ER,450,300
513,4725,0.07014167527054156,ER,450,300
514,5400,0.06421225297782468,ER,450,300
515,6075,0.06415975520348248,ER,450,300
516,6750,0.06508563003389119,ER,450,300
517,7425,0.0641492807979993,ER,450,300
518,8100,0.06476876592114385,ER,450,300
519,8775,0.058757800776716065,ER,450,300
520,9450,0.06723099751588463,ER,450,300
521,10125,0.058913252526589924,ER,450,300
522,10800,0.05899436644952298,ER,450,300
523,11475,0.06133648548819934,ER,450,300
524,12150,0.06231268110252583,ER,450,300
525,12825,0.06099605044022746,ER,450,300
526,13500,0.05664425805177317,ER,450,300
527,0,1.0,ER,450,300
528,1,0.9221560942596662,ER,450,300
529,11,0.7399774886408578,ER,450,300
530,21,0.6112115612832538,ER,450,300
531,31,0.5655752816598356,ER,450,300
532,41,0.49663368848331235,ER,450,300
533,51,0.4701117800148029,ER,450,300
534,61,0.4575198576405216,ER,450,300
535,71,0.4177614068341924,ER,450,300
536,81,0.3900240820225903,ER,450,300
537,91,0.37349693637837783,ER,450,300
538,675,0.15388272066358796,ER,450,300
539,1350,0.11125864397840873,ER,450,300
540,2025,0.09921169003139164,ER,450,300
541,2700,0.0874459365447059,ER,450,300
542,3375,0.08463772149996376,ER,450,300
543,4050,0.0778341621203501,ER,450,300
544,4725,0.07365733193949321,ER,450,300
545,5400,0.07081148503006529,ER,450,300
546,6075,0.06744357136247435,ER,450,300
547,6750,0.0629372475797748,ER,450,300
548,7425,0.06389401255457204,ER,450,300
549,8100,0.05954218686683515,ER,450,300
550,8775,0.06117257380308999,ER,450,300
551,9450,0.059605887789839024,ER,450,300
552,10125,0.05682871436883023,ER,450,300
553,10800,0.05944045595893907,ER,450,300
554,11475,0.06012608701111552,ER,450,300
555,12150,0.06081391703866928,ER,450,300
556,12825,0.0584698068749039,ER,450,300
557,13500,0.05593590505392718,ER,450,300
558,0,1.0,ER,450,300
559,1,0.9219780417488586,ER,450,300
560,11,0.7311370377694647,ER,450,300
561,21,0.6460262279595861,ER,450,300
562,31,0.560601638271284,ER,450,300
563,41,0.4948797901645602,ER,450,300
564,51,0.4793754057088766,ER,450,300
565,61,0.46493032877951523,ER,450,300
566,71,0.4002192418696295,ER,450,300
567,81,0.3941407379530807,ER,450,300
568,91,0.36217050933630124,ER,450,300
569,675,0.14568360717160728,ER,450,300
570,1350,0.11220516812217092,ER,450,300
571,2025,0.09852305329459395,ER,450,300
572,2700,0.08431277465232873,ER,450,300
573,3375,0.07910140976197205,ER,450,300
574,4050,0.07632066466912905,ER,450,300
575,4725,0.07008722098291256,ER,450,300
576,5400,0.06738059982120789,ER,450,300
577,6075,0.06761617662699794,ER,450,300
578,6750,0.07133476408018245,ER,450,300
579,7425,0.07070944321039406,ER,450,300
580,8100,0.06168653681765501,ER,450,300
581,8775,0.06099751048756218,ER,450,300
582,9450,0.060288700414707415,ER,450,300
583,10125,0.0634683426116379,ER,450,300
584,10800,0.05940718538729874,ER,450,300
585,11475,0.058435284221204885,ER,450,300
586,12150,0.06009808774549782,ER,450,300
587,12825,0.057222373962391715,ER,450,300
588,13500,0.05626329799750146,ER,450,300
589,0,1.0,ER,450,300
590,1,0.9304360610716188,ER,450,300
591,11,0.7354491790951858,ER,450,300
592,21,0.6336057141500537,ER,450,300
593,31,0.5819488905891839,ER,450,300
594,41,0.544947359163057,ER,450,300
595,51,0.4727744866373316,ER,450,300
596,61,0.4655378462453668,ER,450,300
597,71,0.41624795467700854,ER,450,300
598,81,0.39473477964743964,ER,450,300
599,91,0.37241081168171647,ER,450,300
600,675,0.14028573800312152,ER,450,300
601,1350,0.10827742488561198,ER,450,300
602,2025,0.09295645882427245,ER,450,300
603,2700,0.09077279892339862,ER,450,300
604,3375,0.07728453343146954,ER,450,300
605,4050,0.07413398569801069,ER,450,300
606,4725,0.08018567342633763,ER,450,300
607,5400,0.07108076169692931,ER,450,300
608,6075,0.06493046340500973,ER,450,300
609,6750,0.06789084942485873,ER,450,300
610,7425,0.0651273280032347,ER,450,300
611,8100,0.06713312840377308,ER,450,300
612,8775,0.06476001953384193,ER,450,300
613,9450,0.06130350731731421,ER,450,300
614,10125,0.05755550195027959,ER,450,300
615,10800,0.06093263744712535,ER,450,300
616,11475,0.05734652452655554,ER,450,300
617,12150,0.059138086242092325,ER,450,300
618,12825,0.05939005482007216,ER,450,300
619,13500,0.05992366597783884,ER,450,300
620,0,1.0,ER,450,300
621,1,0.9212223508049282,ER,450,300
622,11,0.7177574704102815,ER,450,300
623,21,0.6131389421600082,ER,450,300
624,31,0.5678140044996614,ER,450,300
625,41,0.5144759837098913,ER,450,300
626,51,0.49097511561591545,ER,450,300
627,61,0.43289467825181344,ER,450,300
628,71,0.408351109285754,ER,450,300
629,81,0.3792356739050155,ER,450,300
630,91,0.3613881208299696,ER,450,300
631,675,0.13766928977446075,ER,450,300
632,1350,0.11135533284252536,ER,450,300
633,2025,0.09303465990221003,ER,450,300
634,2700,0.08121603898993253,ER,450,300
635,3375,0.0765304944254294,ER,450,300
636,4050,0.07966835714878981,ER,450,300
637,4725,0.07802407584130322,ER,450,300
638,5400,0.07524056490094369,ER,450,300
639,6075,0.06726672348711246,ER,450,300
640,6750,0.06413658257678181,ER,450,300
641,7425,0.0610960356189126,ER,450,300
642,8100,0.06282189879761302,ER,450,300
643,8775,0.059697942648489516,ER,450,300
644,9450,0.062418362479679634,ER,450,300
645,10125,0.06183861553931304,ER,450,300
646,10800,0.0584493554430157,ER,450,300
647,11475,0.058572769872899534,ER,450,300
648,12150,0.062137857119306986,ER,450,300
649,12825,0.05532559108008771,ER,450,300
650,13500,0.05698839783015384,ER,450,300
651,0,1.0,ER,450,300
652,1,0.9102170991051244,ER,450,300
653,11,0.6967880841558798,ER,450,300
654,21,0.6189569867221861,ER,450,300
655,31,0.5478098876632563,ER,450,300
656,41,0.5125080574430712,ER,450,300
657,51,0.4747423128828282,ER,450,300
658,61,0.45652690298784365,ER,450,300
659,71,0.4037591319972375,ER,450,300
660,81,0.398739041841239,ER,450,300
661,91,0.36650943780787415,ER,450,300
662,675,0.1269077510240852,ER,450,300
663,1350,0.10917578268653261,ER,450,300
664,2025,0.09214428096169341,ER,450,300
665,2700,0.08527573629087755,ER,450,300
666,3375,0.08330268526660053,ER,450,300
667,4050,0.07255827758954983,ER,450,300
668,4725,0.07038654033981948,ER,450,300
669,5400,0.07439629477629622,ER,450,300
670,6075,0.0701463291101272,ER,450,300
671,6750,0.06591597380319876,ER,450,300
672,7425,0.06461253516335183,ER,450,300
673,8100,0.06428436099531801,ER,450,300
674,8775,0.06400904811506283,ER,450,300
675,9450,0.06092728060182559,ER,450,300
676,10125,0.059444434587817105,ER,450,300
677,10800,0.06362465803563465,ER,450,300
678,11475,0.05923821705184258,ER,450,300
679,12150,0.0610417753070938,ER,450,300
680,12825,0.0561022545604658,ER,450,300
681,13500,0.059028200055812635,ER,450,300
682,0,1.0,ER,450,300
683,1,0.9187150014997614,ER,450,300
