,N,M,cluster_size,cluster_mean,seed_a,seed_b,score,model
284,40,40,0.166,5.0,0,10,0.0979534873944604,clustered
285,40,40,0.166,5.0,1,2,0.1154643991465468,clustered
286,40,40,0.166,5.0,1,3,0.0898490258955073,clustered
287,40,40,0.166,5.0,1,4,0.121645699233873,clustered
288,40,40,0.166,5.0,1,5,0.1006073972318386,clustered
289,40,40,0.166,5.0,1,6,0.1176691149157642,clustered
290,40,40,0.166,5.0,1,7,0.1004268584984845,clustered
291,40,40,0.166,5.0,1,8,0.1125708563521609,clustered
292,40,40,0.166,5.0,1,9,0.1015852149841757,clustered
293,40,40,0.166,5.0,1,10,0.1028017737478991,clustered
294,40,40,0.166,5.0,2,3,0.0914182312790844,clustered
295,40,40,0.166,5.0,2,4,0.0973860318174068,clustered
296,40,40,0.166,5.0,2,5,0.1058531899857444,clustered
297,40,40,0.166,5.0,2,6,0.1020784450480542,clustered
298,40,40,0.166,5.0,2,7,0.1123903936629131,clustered
299,40,40,0.166,5.0,2,8,0.0796537252185722,clustered
300,40,40,0.166,5.0,2,9,0.0954867030468949,clustered
301,40,40,0.166,5.0,2,10,0.1086588243384802,clustered
302,40,40,0.166,5.0,3,4,0.1102094969273874,clustered
303,40,40,0.166,5.0,3,5,0.1075775584189992,clustered
304,40,40,0.166,5.0,3,6,0.0984300049069251,clustered
305,40,40,0.166,5.0,3,7,0.0994587647803495,clustered
306,40,40,0.166,5.0,3,8,0.1093856731838461,clustered
307,40,40,0.166,5.0,3,9,0.0963494894602692,clustered
308,40,40,0.166,5.0,3,10,0.0908017231168253,clustered
309,40,40,0.166,5.0,4,5,0.1078457897025558,clustered
310,40,40,0.166,5.0,4,6,0.0933565191480375,clustered
311,40,40,0.166,5.0,4,7,0.1101385149853216,clustered
312,40,40,0.166,5.0,4,8,0.1085850411150592,clustered
313,40,40,0.166,5.0,4,9,0.110742594975078,clustered
314,40,40,0.166,5.0,4,10,0.1049136089667176,clustered
315,40,40,0.166,5.0,5,6,0.108872708061819,clustered
316,40,40,0.166,5.0,5,7,0.1087226044060823,clustered
317,40,40,0.166,5.0,5,8,0.0904582237342489,clustered
318,40,40,0.166,5.0,5,9,0.1016192821872403,clustered
319,40,40,0.166,5.0,5,10,0.1000985531402792,clustered
320,40,40,0.166,5.0,6,7,0.0988375756544027,clustered
321,40,40,0.166,5.0,6,8,0.0986704377682229,clustered
322,40,40,0.166,5.0,6,9,0.1023482320561219,clustered
323,40,40,0.166,5.0,6,10,0.1034349476945509,clustered
324,40,40,0.166,5.0,7,8,0.1042103771659961,clustered
325,40,40,0.166,5.0,7,9,0.106166409084908,clustered
326,40,40,0.166,5.0,7,10,0.1434430412968945,clustered
327,40,40,0.166,5.0,8,9,0.0924159751041978,clustered
328,40,40,0.166,5.0,8,10,0.1065458910108841,clustered
329,40,40,0.166,5.0,9,10,0.1003654483392567,clustered
330,40,40,0.166,10.0,0,1,0.1448382130408679,clustered
331,40,40,0.166,10.0,0,2,0.1358575185921299,clustered
332,40,40,0.166,10.0,0,3,0.1299765286589306,clustered
333,40,40,0.166,10.0,0,4,0.1294226635684867,clustered
334,40,40,0.166,10.0,0,5,0.1310730992904402,clustered
335,40,40,0.166,10.0,0,6,0.1396255833271234,clustered
336,40,40,0.166,10.0,0,7,0.1296235008687058,clustered
337,40,40,0.166,10.0,0,8,0.142502269026645,clustered
338,40,40,0.166,10.0,0,9,0.1301027285733638,clustered
339,40,40,0.166,10.0,0,10,0.14173415997576,clustered
340,40,40,0.166,10.0,1,2,0.1231145406130931,clustered
341,40,40,0.166,10.0,1,3,0.1226412173856897,clustered
342,40,40,0.166,10.0,1,4,0.147284409125784,clustered
343,40,40,0.166,10.0,1,5,0.1297529310610987,clustered
344,40,40,0.166,10.0,1,6,0.1316975015987234,clustered
345,40,40,0.166,10.0,1,7,0.1232839430686712,clustered
346,40,40,0.166,10.0,1,8,0.1408197736492109,clustered
347,40,40,0.166,10.0,1,9,0.1301304510139163,clustered
348,40,40,0.166,10.0,1,10,0.1422425784659029,clustered
349,40,40,0.166,10.0,2,3,0.1250065798798253,clustered
350,40,40,0.166,10.0,2,4,0.1156884812195995,clustered
351,40,40,0.166,10.0,2,5,0.1284363858142763,clustered
352,40,40,0.166,10.0,2,6,0.1442431386859411,clustered
353,40,40,0.166,10.0,2,7,0.1189021059083085,clustered
354,40,40,0.166,10.0,2,8,0.13025798753,clustered
355,40,40,0.166,10.0,2,9,0.1251869700611613,clustered
356,40,40,0.166,10.0,2,10,0.1449387455828497,clustered
357,40,40,0.166,10.0,3,4,0.1440871250878073,clustered
358,40,40,0.166,10.0,3,5,0.1134266283814112,clustered
359,40,40,0.166,10.0,3,6,0.1299149397309218,clustered
360,40,40,0.166,10.0,3,7,0.1291367549271911,clustered
361,40,40,0.166,10.0,3,8,0.1301460565016154,clustered
362,40,40,0.166,10.0,3,9,0.1357949839646954,clustered
363,40,40,0.166,10.0,3,10,0.1342043736370112,clustered
364,40,40,0.166,10.0,4,5,0.1253271386868474,clustered
365,40,40,0.166,10.0,4,6,0.1253435444071776,clustered
366,40,40,0.166,10.0,4,7,0.1444300947882073,clustered
367,40,40,0.166,10.0,4,8,0.1455542914520137,clustered
368,40,40,0.166,10.0,4,9,0.1305994430321153,clustered
369,40,40,0.166,10.0,4,10,0.1301485785872452,clustered
370,40,40,0.166,10.0,5,6,0.1309965070606649,clustered
371,40,40,0.166,10.0,5,7,0.1215772289041714,clustered
372,40,40,0.166,10.0,5,8,0.1361184988926954,clustered
373,40,40,0.166,10.0,5,9,0.1163324271632895,clustered
374,40,40,0.166,10.0,5,10,0.1321989626954292,clustered
375,40,40,0.166,10.0,6,7,0.1257090442287664,clustered
376,40,40,0.166,10.0,6,8,0.136979510106528,clustered
377,40,40,0.166,10.0,6,9,0.1514180806515386,clustered
378,40,40,0.166,10.0,6,10,0.1341973693919867,clustered
379,40,40,0.166,10.0,7,8,0.1352545462490488,clustered
380,40,40,0.166,10.0,7,9,0.1351840675154003,clustered
381,40,40,0.166,10.0,7,10,0.1375897011587354,clustered
382,40,40,0.166,10.0,8,9,0.1336826312489779,clustered
