,N,M,cluster_size,cluster_mean,seed_a,seed_b,score,model
265,40,60,0.166,0.0,6,7,0.0886351231242595,clustered
266,40,60,0.166,0.0,6,8,0.0943962958413325,clustered
267,40,60,0.166,0.0,6,9,0.0922243936015821,clustered
268,40,60,0.166,0.0,6,10,0.0866394024429634,clustered
269,40,60,0.166,0.0,7,8,0.0835021463153831,clustered
270,40,60,0.166,0.0,7,9,0.0753756816276859,clustered
271,40,60,0.166,0.0,7,10,0.0812788741666306,clustered
272,40,60,0.166,0.0,8,9,0.0913364396102565,clustered
273,40,60,0.166,0.0,8,10,0.0926111462701095,clustered
274,40,60,0.166,0.0,9,10,0.1086619902630768,clustered
275,40,60,0.166,5.0,0,1,0.1078913773255875,clustered
276,40,60,0.166,5.0,0,2,0.0918080492863686,clustered
277,40,60,0.166,5.0,0,3,0.0744021319227721,clustered
278,40,60,0.166,5.0,0,4,0.0839497138102637,clustered
279,40,60,0.166,5.0,0,5,0.0853208454297588,clustered
280,40,60,0.166,5.0,0,6,0.1013320341240182,clustered
281,40,60,0.166,5.0,0,7,0.0998957792825459,clustered
282,40,60,0.166,5.0,0,8,0.0856619126444061,clustered
283,40,60,0.166,5.0,0,9,0.0970990364080386,clustered
284,40,60,0.166,5.0,0,10,0.0928879073011482,clustered
285,40,60,0.166,5.0,1,2,0.0817173504033725,clustered
286,40,60,0.166,5.0,1,3,0.0829356489405695,clustered
287,40,60,0.166,5.0,1,4,0.0859098779584719,clustered
288,40,60,0.166,5.0,1,5,0.1006826365579656,clustered
289,40,60,0.166,5.0,1,6,0.1063277526563054,clustered
290,40,60,0.166,5.0,1,7,0.0788732758830132,clustered
291,40,60,0.166,5.0,1,8,0.0912365559204233,clustered
292,40,60,0.166,5.0,1,9,0.0953289443333243,clustered
293,40,60,0.166,5.0,1,10,0.0980114756526551,clustered
294,40,60,0.166,5.0,2,3,0.08456247175367,clustered
295,40,60,0.166,5.0,2,4,0.089178527996651,clustered
296,40,60,0.166,5.0,2,5,0.0869898594890159,clustered
297,40,60,0.166,5.0,2,6,0.0973443827170645,clustered
298,40,60,0.166,5.0,2,7,0.0893714932002565,clustered
299,40,60,0.166,5.0,2,8,0.0874100385196023,clustered
300,40,60,0.166,5.0,2,9,0.0839897538842516,clustered
301,40,60,0.166,5.0,2,10,0.0920525750656465,clustered
302,40,60,0.166,5.0,3,4,0.0912713885198285,clustered
303,40,60,0.166,5.0,3,5,0.0803773239520982,clustered
304,40,60,0.166,5.0,3,6,0.0994225107494302,clustered
